id,data_aplicacao,persona_id,persona_rotulo,perfil_anbima,produto_id,produto,prazo_dias,valor_aplicado_brl,origem_valor,estrato,gab_aliquota_ir,gab_iof_incide,gab_iof_pct_rendimento,gab_suitability,gab_conduta_esperada,gab_tipo,selic_meta_aa,cdi_aa,ipca_12m_aa,ipca_mes_referencia,taxa_contratada_aa,gab_rfl_brl,fonte_gabarito_rfl
D1-0264,2025-08-01,P3,Antonio,Caderneta,TIPCA,Tesouro IPCA+,720,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.175,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.35,2025-06,,,
D1-0265,2025-08-01,P3,Antonio,Caderneta,TIPCA,Tesouro IPCA+,1080,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.150,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.35,2025-06,,,
D1-0266,2025-08-01,P3,Antonio,Caderneta,CDBI,CDB ate o limite do FGC,15,335.18,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0267,2025-08-01,P3,Antonio,Caderneta,CDBI,CDB ate o limite do FGC,180,335.18,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0268,2025-08-01,P3,Antonio,Caderneta,CDBI,CDB ate o limite do FGC,360,335.18,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0269,2025-08-01,P3,Antonio,Caderneta,CDBI,CDB ate o limite do FGC,720,335.18,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0270,2025-08-01,P3,Antonio,Caderneta,CDBI,CDB ate o limite do FGC,1080,335.18,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0271,2025-08-01,P3,Antonio,Caderneta,CDBS,CDB acima do limite do FGC,15,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.225,sim,50,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.35,2025-06,,,
D1-0272,2025-08-01,P3,Antonio,Caderneta,CDBS,CDB acima do limite do FGC,180,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.225,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.35,2025-06,,,
D1-0273,2025-08-01,P3,Antonio,Caderneta,CDBS,CDB acima do limite do FGC,360,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.200,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.35,2025-06,,,
D1-0274,2025-08-01,P3,Antonio,Caderneta,CDBS,CDB acima do limite do FGC,720,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.175,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.35,2025-06,,,
D1-0275,2025-08-01,P3,Antonio,Caderneta,CDBS,CDB acima do limite do FGC,1080,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.150,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.35,2025-06,,,
D1-0276,2025-08-01,P4,Rafael,Diversifica,TS,Tesouro Selic,15,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0277,2025-08-01,P4,Rafael,Diversifica,TS,Tesouro Selic,180,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0278,2025-08-01,P4,Rafael,Diversifica,TS,Tesouro Selic,360,1954.22,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0279,2025-08-01,P4,Rafael,Diversifica,TS,Tesouro Selic,720,1954.22,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0280,2025-08-01,P4,Rafael,Diversifica,TS,Tesouro Selic,1080,1954.22,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0281,2025-08-01,P4,Rafael,Diversifica,TPRE,Tesouro Prefixado,15,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0282,2025-08-01,P4,Rafael,Diversifica,TPRE,Tesouro Prefixado,180,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0283,2025-08-01,P4,Rafael,Diversifica,TPRE,Tesouro Prefixado,360,1954.22,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0284,2025-08-01,P4,Rafael,Diversifica,TPRE,Tesouro Prefixado,720,1954.22,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0285,2025-08-01,P4,Rafael,Diversifica,TPRE,Tesouro Prefixado,1080,1954.22,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0286,2025-08-01,P4,Rafael,Diversifica,TIPCA,Tesouro IPCA+,15,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0287,2025-08-01,P4,Rafael,Diversifica,TIPCA,Tesouro IPCA+,180,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0288,2025-08-01,P4,Rafael,Diversifica,TIPCA,Tesouro IPCA+,360,1954.22,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0289,2025-08-01,P4,Rafael,Diversifica,TIPCA,Tesouro IPCA+,720,1954.22,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0290,2025-08-01,P4,Rafael,Diversifica,TIPCA,Tesouro IPCA+,1080,1954.22,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0291,2025-08-01,P4,Rafael,Diversifica,CDBI,CDB ate o limite do FGC,15,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0292,2025-08-01,P4,Rafael,Diversifica,CDBI,CDB ate o limite do FGC,180,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0293,2025-08-01,P4,Rafael,Diversifica,CDBI,CDB ate o limite do FGC,360,1954.22,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0294,2025-08-01,P4,Rafael,Diversifica,CDBI,CDB ate o limite do FGC,720,1954.22,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0295,2025-08-01,P4,Rafael,Diversifica,CDBI,CDB ate o limite do FGC,1080,1954.22,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0296,2025-08-01,P4,Rafael,Diversifica,CDBS,CDB acima do limite do FGC,15,300000.00,estoque_hipotetico,calculo_rfl,0.225,sim,50,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0297,2025-08-01,P4,Rafael,Diversifica,CDBS,CDB acima do limite do FGC,180,300000.00,estoque_hipotetico,calculo_rfl,0.225,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0298,2025-08-01,P4,Rafael,Diversifica,CDBS,CDB acima do limite do FGC,360,300000.00,estoque_hipotetico,calculo_rfl,0.200,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0299,2025-08-01,P4,Rafael,Diversifica,CDBS,CDB acima do limite do FGC,720,300000.00,estoque_hipotetico,calculo_rfl,0.175,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0300,2025-08-01,P4,Rafael,Diversifica,CDBS,CDB acima do limite do FGC,1080,300000.00,estoque_hipotetico,calculo_rfl,0.150,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,5.35,2025-06,,,
D1-0301,2025-09-01,P1,Joao,Sem Reservas,TS,Tesouro Selic,15,0.00,sem_capacidade,controle_abstencao,0.225,sim,50,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0302,2025-09-01,P1,Joao,Sem Reservas,TS,Tesouro Selic,180,0.00,sem_capacidade,controle_abstencao,0.225,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0303,2025-09-01,P1,Joao,Sem Reservas,TS,Tesouro Selic,360,0.00,sem_capacidade,controle_abstencao,0.200,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0304,2025-09-01,P1,Joao,Sem Reservas,TS,Tesouro Selic,720,0.00,sem_capacidade,controle_abstencao,0.175,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0305,2025-09-01,P1,Joao,Sem Reservas,TS,Tesouro Selic,1080,0.00,sem_capacidade,controle_abstencao,0.150,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0306,2025-09-01,P1,Joao,Sem Reservas,TPRE,Tesouro Prefixado,15,0.00,sem_capacidade,controle_abstencao,0.225,sim,50,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0307,2025-09-01,P1,Joao,Sem Reservas,TPRE,Tesouro Prefixado,180,0.00,sem_capacidade,controle_abstencao,0.225,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0308,2025-09-01,P1,Joao,Sem Reservas,TPRE,Tesouro Prefixado,360,0.00,sem_capacidade,controle_abstencao,0.200,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0309,2025-09-01,P1,Joao,Sem Reservas,TPRE,Tesouro Prefixado,720,0.00,sem_capacidade,controle_abstencao,0.175,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0310,2025-09-01,P1,Joao,Sem Reservas,TPRE,Tesouro Prefixado,1080,0.00,sem_capacidade,controle_abstencao,0.150,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0311,2025-09-01,P1,Joao,Sem Reservas,TIPCA,Tesouro IPCA+,15,0.00,sem_capacidade,controle_abstencao,0.225,sim,50,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0312,2025-09-01,P1,Joao,Sem Reservas,TIPCA,Tesouro IPCA+,180,0.00,sem_capacidade,controle_abstencao,0.225,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0313,2025-09-01,P1,Joao,Sem Reservas,TIPCA,Tesouro IPCA+,360,0.00,sem_capacidade,controle_abstencao,0.200,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0314,2025-09-01,P1,Joao,Sem Reservas,TIPCA,Tesouro IPCA+,720,0.00,sem_capacidade,controle_abstencao,0.175,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0315,2025-09-01,P1,Joao,Sem Reservas,TIPCA,Tesouro IPCA+,1080,0.00,sem_capacidade,controle_abstencao,0.150,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0316,2025-09-01,P1,Joao,Sem Reservas,CDBI,CDB ate o limite do FGC,15,0.00,sem_capacidade,controle_abstencao,0.225,sim,50,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0317,2025-09-01,P1,Joao,Sem Reservas,CDBI,CDB ate o limite do FGC,180,0.00,sem_capacidade,controle_abstencao,0.225,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0318,2025-09-01,P1,Joao,Sem Reservas,CDBI,CDB ate o limite do FGC,360,0.00,sem_capacidade,controle_abstencao,0.200,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0319,2025-09-01,P1,Joao,Sem Reservas,CDBI,CDB ate o limite do FGC,720,0.00,sem_capacidade,controle_abstencao,0.175,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0320,2025-09-01,P1,Joao,Sem Reservas,CDBI,CDB ate o limite do FGC,1080,0.00,sem_capacidade,controle_abstencao,0.150,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0321,2025-09-01,P1,Joao,Sem Reservas,CDBS,CDB acima do limite do FGC,15,0.00,sem_capacidade,controle_abstencao,0.225,sim,50,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0322,2025-09-01,P1,Joao,Sem Reservas,CDBS,CDB acima do limite do FGC,180,0.00,sem_capacidade,controle_abstencao,0.225,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0323,2025-09-01,P1,Joao,Sem Reservas,CDBS,CDB acima do limite do FGC,360,0.00,sem_capacidade,controle_abstencao,0.200,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0324,2025-09-01,P1,Joao,Sem Reservas,CDBS,CDB acima do limite do FGC,720,0.00,sem_capacidade,controle_abstencao,0.175,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0325,2025-09-01,P1,Joao,Sem Reservas,CDBS,CDB acima do limite do FGC,1080,0.00,sem_capacidade,controle_abstencao,0.150,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.23,2025-07,,,
D1-0326,2025-09-01,P2,Marina,Economiza e Nao Investe,TS,Tesouro Selic,15,335.18,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0327,2025-09-01,P2,Marina,Economiza e Nao Investe,TS,Tesouro Selic,180,335.18,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0328,2025-09-01,P2,Marina,Economiza e Nao Investe,TS,Tesouro Selic,360,335.18,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0329,2025-09-01,P2,Marina,Economiza e Nao Investe,TS,Tesouro Selic,720,335.18,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0330,2025-09-01,P2,Marina,Economiza e Nao Investe,TS,Tesouro Selic,1080,335.18,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0331,2025-09-01,P2,Marina,Economiza e Nao Investe,TPRE,Tesouro Prefixado,15,335.18,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0332,2025-09-01,P2,Marina,Economiza e Nao Investe,TPRE,Tesouro Prefixado,180,335.18,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0333,2025-09-01,P2,Marina,Economiza e Nao Investe,TPRE,Tesouro Prefixado,360,335.18,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0334,2025-09-01,P2,Marina,Economiza e Nao Investe,TPRE,Tesouro Prefixado,720,335.18,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0335,2025-09-01,P2,Marina,Economiza e Nao Investe,TPRE,Tesouro Prefixado,1080,335.18,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0336,2025-09-01,P2,Marina,Economiza e Nao Investe,TIPCA,Tesouro IPCA+,15,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.225,sim,50,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.23,2025-07,,,
D1-0337,2025-09-01,P2,Marina,Economiza e Nao Investe,TIPCA,Tesouro IPCA+,180,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.225,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.23,2025-07,,,
D1-0338,2025-09-01,P2,Marina,Economiza e Nao Investe,TIPCA,Tesouro IPCA+,360,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.200,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.23,2025-07,,,
D1-0339,2025-09-01,P2,Marina,Economiza e Nao Investe,TIPCA,Tesouro IPCA+,720,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.175,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.23,2025-07,,,
D1-0340,2025-09-01,P2,Marina,Economiza e Nao Investe,TIPCA,Tesouro IPCA+,1080,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.150,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.23,2025-07,,,
D1-0341,2025-09-01,P2,Marina,Economiza e Nao Investe,CDBI,CDB ate o limite do FGC,15,335.18,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0342,2025-09-01,P2,Marina,Economiza e Nao Investe,CDBI,CDB ate o limite do FGC,180,335.18,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0343,2025-09-01,P2,Marina,Economiza e Nao Investe,CDBI,CDB ate o limite do FGC,360,335.18,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0344,2025-09-01,P2,Marina,Economiza e Nao Investe,CDBI,CDB ate o limite do FGC,720,335.18,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0345,2025-09-01,P2,Marina,Economiza e Nao Investe,CDBI,CDB ate o limite do FGC,1080,335.18,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0346,2025-09-01,P2,Marina,Economiza e Nao Investe,CDBS,CDB acima do limite do FGC,15,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.225,sim,50,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.23,2025-07,,,
D1-0347,2025-09-01,P2,Marina,Economiza e Nao Investe,CDBS,CDB acima do limite do FGC,180,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.225,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.23,2025-07,,,
D1-0348,2025-09-01,P2,Marina,Economiza e Nao Investe,CDBS,CDB acima do limite do FGC,360,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.200,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.23,2025-07,,,
D1-0349,2025-09-01,P2,Marina,Economiza e Nao Investe,CDBS,CDB acima do limite do FGC,720,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.175,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.23,2025-07,,,
D1-0350,2025-09-01,P2,Marina,Economiza e Nao Investe,CDBS,CDB acima do limite do FGC,1080,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.150,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.23,2025-07,,,
D1-0351,2025-09-01,P3,Antonio,Caderneta,TS,Tesouro Selic,15,335.18,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0352,2025-09-01,P3,Antonio,Caderneta,TS,Tesouro Selic,180,335.18,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0353,2025-09-01,P3,Antonio,Caderneta,TS,Tesouro Selic,360,335.18,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0354,2025-09-01,P3,Antonio,Caderneta,TS,Tesouro Selic,720,335.18,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0355,2025-09-01,P3,Antonio,Caderneta,TS,Tesouro Selic,1080,335.18,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0356,2025-09-01,P3,Antonio,Caderneta,TPRE,Tesouro Prefixado,15,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.225,sim,50,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.23,2025-07,,,
D1-0357,2025-09-01,P3,Antonio,Caderneta,TPRE,Tesouro Prefixado,180,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.225,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.23,2025-07,,,
D1-0358,2025-09-01,P3,Antonio,Caderneta,TPRE,Tesouro Prefixado,360,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.200,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.23,2025-07,,,
D1-0359,2025-09-01,P3,Antonio,Caderneta,TPRE,Tesouro Prefixado,720,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.175,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.23,2025-07,,,
D1-0360,2025-09-01,P3,Antonio,Caderneta,TPRE,Tesouro Prefixado,1080,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.150,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.23,2025-07,,,
D1-0361,2025-09-01,P3,Antonio,Caderneta,TIPCA,Tesouro IPCA+,15,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.225,sim,50,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.23,2025-07,,,
D1-0362,2025-09-01,P3,Antonio,Caderneta,TIPCA,Tesouro IPCA+,180,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.225,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.23,2025-07,,,
D1-0363,2025-09-01,P3,Antonio,Caderneta,TIPCA,Tesouro IPCA+,360,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.200,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.23,2025-07,,,
D1-0364,2025-09-01,P3,Antonio,Caderneta,TIPCA,Tesouro IPCA+,720,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.175,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.23,2025-07,,,
D1-0365,2025-09-01,P3,Antonio,Caderneta,TIPCA,Tesouro IPCA+,1080,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.150,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.23,2025-07,,,
D1-0366,2025-09-01,P3,Antonio,Caderneta,CDBI,CDB ate o limite do FGC,15,335.18,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0367,2025-09-01,P3,Antonio,Caderneta,CDBI,CDB ate o limite do FGC,180,335.18,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0368,2025-09-01,P3,Antonio,Caderneta,CDBI,CDB ate o limite do FGC,360,335.18,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0369,2025-09-01,P3,Antonio,Caderneta,CDBI,CDB ate o limite do FGC,720,335.18,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0370,2025-09-01,P3,Antonio,Caderneta,CDBI,CDB ate o limite do FGC,1080,335.18,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.23,2025-07,,,
D1-0371,2025-09-01,P3,Antonio,Caderneta,CDBS,CDB acima do limite do FGC,15,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.225,sim,50,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.23,2025-07,,,
